+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                           ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pll_3orden_change_pll_pi_z_1_sv2_0|clock_0                                                                        ; 3     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pll_3orden_change_pll_pi_z_1_sv2_0                                                                                ; 49    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pipelined_adderenavcc                                                                                             ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pipelined_adderuser_aclrgnd                                                                                       ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pipelined_adder|PipelinedAdderi|\gnp:gsn:U0|auto_generated                                                        ; 66    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pipelined_adder|PipelinedAdderi                                                                                   ; 70    ; 2              ; 4            ; 2              ; 33     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|pipelined_adder                                                                                                   ; 70    ; 1              ; 2            ; 1              ; 33     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|k2                                                                                                                ; 0     ; 18             ; 0            ; 18             ; 18     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|clk_60khz_0                                                                                                       ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion1|Outputi|u0                                                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion1|Outputi                                                                                           ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion1                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion2|Outputi|u0                                                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion2|Outputi                                                                                           ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion2                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|multiplier1enavcc                                                                                                 ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|multiplier1user_aclrgnd                                                                                           ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|multiplier1|Multiplieri|\greg:U0|auto_generated                                                                   ; 39    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|multiplier1|Multiplieri                                                                                           ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|multiplier1                                                                                                       ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion3|Outputi|u0                                                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion3|Outputi                                                                                           ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion3                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion4|Outputi|u0                                                                                        ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion4|Outputi                                                                                           ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|bus_conversion4                                                                                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0|clock_0                                                                                                           ; 3     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_pi_z_0                                                                                                                   ; 63    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|clock_0                                                                                                                                        ; 3     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0                                                                                                                                                ; 15    ; 23             ; 0            ; 23             ; 81     ; 23              ; 23            ; 23              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|clock_0                                                                                                                                                                ; 3     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0                                                                                                                                                                        ; 15    ; 0              ; 0            ; 0              ; 58     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_S                                                                                                                                                                                                                            ; 15    ; 36             ; 0            ; 36             ; 58     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|clk60kpll_0                                                                                                                                                            ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|wot_0                                                                                                                                                                  ; 10    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|vin_0                                                                                                                                                                  ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast62|Outputi|u0                                                                                                                              ; 13    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast62|Outputi                                                                                                                                 ; 13    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast62                                                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast61|Outputi|u0                                                                                                                              ; 13    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast61|Outputi                                                                                                                                 ; 13    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast61                                                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast60|Outputi|u0                                                                                                                              ; 13    ; 1              ; 0            ; 1              ; 13     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast60|Outputi                                                                                                                                 ; 13    ; 1              ; 0            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|cast60                                                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|vb_12b_0                                                                                                                                       ; 12    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|cast59|Outputi|u0                                                                                                 ; 18    ; 4              ; 0            ; 4              ; 18     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|cast59|Outputi                                                                                                    ; 18    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|cast59                                                                                                            ; 18    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|ts_0                                                                                                              ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|bus_conversion6|Outputi|u0                                                                                        ; 14    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|bus_conversion6|Outputi                                                                                           ; 14    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|bus_conversion6                                                                                                   ; 14    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pipelined_adder1enavcc                                                                                            ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pipelined_adder1user_aclrgnd                                                                                      ; 0     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pipelined_adder1|PipelinedAdderi|\gnp:gsn:U0|auto_generated                                                       ; 30    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pipelined_adder1|PipelinedAdderi                                                                                  ; 34    ; 2              ; 4            ; 2              ; 15     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pipelined_adder1                                                                                                  ; 34    ; 1              ; 2            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast58|Outputi|u0                                                              ; 32    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast58|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast58                                                                         ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast57|Outputi|u0                                                              ; 32    ; 2              ; 0            ; 2              ; 32     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast57|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast57                                                                         ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast56|Outputi|u0                                                              ; 32    ; 18             ; 0            ; 18             ; 32     ; 18              ; 18            ; 18              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast56|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast56                                                                         ; 32    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast55|Outputi|u0                                                              ; 31    ; 13             ; 0            ; 13             ; 31     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast55|Outputi                                                                 ; 31    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast55                                                                         ; 31    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast54|Outputi|u0                                                              ; 32    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast54|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast54                                                                         ; 32    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast53|Outputi|u0                                                              ; 32    ; 4              ; 0            ; 4              ; 32     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast53|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast53                                                                         ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast52|Outputi|u0                                                              ; 32    ; 4              ; 0            ; 4              ; 32     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast52|Outputi                                                                 ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast52                                                                         ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast51|Outputi|u0                                                              ; 16    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast51|Outputi                                                                 ; 16    ; 2              ; 0            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|cast51                                                                         ; 16    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|x4|Outputi|u0                                                                  ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|x4|Outputi                                                                     ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; P1_R|\PLL_3orden_change_GN_0:inst_PLL_3orden_change_GN_0|pll_3orden_change_pll_0|pll_3orden_change_pll_sogi_0|pll_3orden_change_pll_sogi_1_sv1_0|x4                                                                             ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
